Institución que abrió la licitación,Institución Destino,Fecha de apertura,Mantenimiento de la oferta,Código de licitación,N° Expediente,Descripción Extraida,Producto,Cantidad,Unidades,Nro Renglón,Línea de Producto,Latitud,Longitud
HOSPITAL DE NIÑOS DR. O. ALASSIA,HOSPITAL DE NIÑOS DR. O. ALASSIA,2024-11-29,30 días corridos con prórroga de 2 períodos de 15 días,068/2024,900924/2024,"Fórmula libre de lactosa indicada para lactantes y niños con intolerancia a la lactosa. Presentación: envases por 400 g Tipo Nan sin lactosa, Nutrilon sin lactosa",NUTRILON SIN LACTOSA LATA X350G,1500,UNIDAD,5,Nutrilon,,
HOSPITAL DE NIÑOS DR. O. ALASSIA,HOSPITAL DE NIÑOS DR. O. ALASSIA,2024-11-29,30 días corridos con prórroga de 2 períodos de 15 días,068/2024,900924/2024,Fórmula Láctea con proteínas de suero extensamente hidrolizadas sin lactosa. Presentación: envases por 400 g Tipo Pepti Junior HE,NUTRILON PEPTI JUNIOR LATA X 400G,430,UNIDAD,6,Nutrilon,,
HOSPITAL DE NIÑOS DR. O. ALASSIA,HOSPITAL DE NIÑOS DR. O. ALASSIA,2024-11-29,30 días corridos con prórroga de 2 períodos de 15 días,068/2024,900924/2024,"Fórmula nutricionalmente completa, con bajo contenido lipídico, alto contenido en TCM. Presentación: envases por 400 g Tipo Monogen",MONOGEN LATA X 400G,60,UNIDAD,7,Monogen,,
HOSPITAL DE NIÑOS DR. O. ALASSIA,HOSPITAL DE NIÑOS DR. O. ALASSIA,2024-11-29,30 días corridos con prórroga de 2 períodos de 15 días,068/2024,900924/2024,"Fórmula polimérica, nutricionalmente completa, hipercalórica 1Kcal/ml en polvo para lactantes con altos requerimientos calóricos y restricción de volumen (para niños de 0 a 18 meses). Presentación en polvo, latas de 400g. Tipo Infatrini polvo",INFATRINI 12 X 400G,270,UNIDAD,8,Infatrini,,
HOSPITAL DE NIÑOS DR. O. ALASSIA,HOSPITAL DE NIÑOS DR. O. ALASSIA,2024-11-29,30 días corridos con prórroga de 2 períodos de 15 días,068/2024,900924/2024,Fórmula en polvo nutricionalmente completa para el tratamiento de la Epilepsia Refractaria. Presentación: envases por 300 g Tipo KetoCal,KETOCAL 4:1 6X300G,135,UNIDAD,11,Ketocal,,
HOSPITAL DE NIÑOS DR. O. ALASSIA,HOSPITAL DE NIÑOS DR. O. ALASSIA,2024-11-29,30 días corridos con prórroga de 2 períodos de 15 días,068/2024,900924/2024,"Fórmula Infantil libre de fenilalanina y rica en tirosina, de 1 a 8 años. Presentación: envases por 500 g Tipo: Milupa PKU 2, XP Maxamaid, Add ins, PKU Gel, XPhe energy K",ANAMIX JUNIOR PKU NEUTRO LATA X 400G,42,UNIDAD,12,Anamix,,
HOSPITAL DE NIÑOS DR. O. ALASSIA,HOSPITAL DE NIÑOS DR. O. ALASSIA,2024-11-29,30 días corridos con prórroga de 2 períodos de 15 días,068/2024,900924/2024,"Formula en polvo con aminoacidos esenciales, hidratos de carbono, lípidos y micronutrienes. Indicada para niños de 1 a 10 años con trastornos del ciclo de la urea. Presentación: en polvo, atas de 400 g. Tipo UCD Anamix Junior",UCD ANAMIX JUNIOR NEUTRO 400G,14,UNIDAD,13,Anamix,,
HOSPITAL DE NIÑOS DR. O. ALASSIA,HOSPITAL DE NIÑOS DR. O. ALASSIA,2024-11-29,30 días corridos con prórroga de 2 períodos de 15 días,068/2024,900924/2024,"Alimento nutricionalmente completo en polvo, para niños de 2 a 10 años. Libre de gluten. Presentación: en polvo, lata de 400 g Tipo: Pediasure, Fortini",FORTINI NEUTRO LATA X 400G,200,UNIDAD,16,Fortini,,
HOSPITAL DE NIÑOS DR. O. ALASSIA,HOSPITAL DE NIÑOS DR. O. ALASSIA,2024-11-29,30 días corridos con prórroga de 2 períodos de 15 días,068/2024,900924/2024,Suplemento oral hipercalòrico completo para niños. Presentación: envases por 200 cc Tipo: Frebini Drink,FORTINI COMPACT MF FRUT BOT 125 ML,440,UNIDAD,17,Fortini,,
HOSPITAL DE NIÑOS DR. O. ALASSIA,HOSPITAL DE NIÑOS DR. O. ALASSIA,2024-11-29,30 días corridos con prórroga de 2 períodos de 15 días,068/2024,900924/2024,"Formula liquida para alimentacion enteral isocalórica pediátrica. Presentación: envase por 500 ml - Tipo: Frebini Original, Nutrini","**D**NUTRINI STANDARD PACK 0,5 L.",10350,UNIDAD,18,Nutrini,,
HOSPITAL DE NIÑOS DR. O. ALASSIA,HOSPITAL DE NIÑOS DR. O. ALASSIA,2024-11-29,30 días corridos con prórroga de 2 períodos de 15 días,068/2024,900924/2024,"Fórmula hipercalórica (1,5 Kcal/ml), nutricionalmente completa, con fibre, lista para usar. Para niños de 1 a 12 años. 500 ml. Tipo: Nutrini Energy Multi Fibre, botella por 500 ml",NUTRINI ENERGY MF  OPTRI X 500ML,2000,UNIDAD,19,Nutrini,,
HOSPITAL DE NIÑOS DR. O. ALASSIA,HOSPITAL DE NIÑOS DR. O. ALASSIA,2024-11-29,30 días corridos con prórroga de 2 períodos de 15 días,068/2024,900924/2024,"Susutituto de Huevo. Presentación: envases por 500 g Tipo: Loprofin, Aproten",LOPROFIN PREP COCINAR(S.HUEVO) 2X250G,6,UNIDAD,23,Loprofin,,
UNIVERSIDAD NACIONAL DE CORDOBA,HOSPITAL NACIONAL DE CLINICAS,,,,,"Latas de polvo Nutroterapico Formula completa, sabor neutro",FORTISIP MAX NEUTRO LATA X 700G,20,LATA,1,Fortisip,-31.4369591,-64.1876756
UNIVERSIDAD NACIONAL DE CORDOBA,HOSPITAL NACIONAL DE CLINICAS,,,,,Latas de polvo Nutroterapico para Espesar instantaneamente,ESPESAN PLUS (NUTILIS) 12X300G ARG,20,LATA,2,Espesan,-31.4369591,-64.1876756
UNIVERSIDAD NACIONAL DE CORDOBA,HOSPITAL NACIONAL DE CLINICAS,,,,,"Latas de polvo Nutroterapico Formula completa, sabor vainilla",FORTISIP MAX VAINILLA LATA X 350G,35,LATA,3,Fortisip,-31.4369591,-64.1876756
SALUD ENTRE RÍOS SOCIEDAD DEL ESTADO,HOSPITAL DE LA BAXADA DRA. TERESA RATTO,2025-04-08,,F-CS-095-25,,FORMULA PARA NUTRICION ENTERAL APTA DIABETICOS (TIPO ENBRACE ENERGY HP FIBRE/DIBEN/DIASON) x 500 ML,NUTRISON ADVANCED DIASON PACK X 1L,240,ML,2,Nutrison,,
SALUD ENTRE RÍOS SOCIEDAD DEL ESTADO,HOSPITAL DE LA BAXADA DRA. TERESA RATTO,2025-04-08,,F-CS-095-25,,FORMULA PARA NUTRICION ENTERAL HIPERCALORICA-HIPERPROTEICA (TIPO SUPPORTAN / PROTEIN INTENSE) x 500 ML,NUTRISON PROTEIN INTENSE BOTELLA X 500ML,150,ML,3,Nutrison,,
SALUD ENTRE RÍOS SOCIEDAD DEL ESTADO,HOSPITAL DE LA BAXADA DRA. TERESA RATTO,2025-04-08,,F-CS-095-25,,SUPLEMENTO NUTRICIONAL ORAL SIN FIBRA (TIPO ENBRACE DRINK PLUS / FRESENIUS 2KCAL ORAL/FORTISIP/ENSURE PLUS SHAKE) VAINILLA O FRUTILLA X 200 ML,FORTISIP VAINILLA BOTELLA X 200ML,48,ML,4,Fortisip,,
HOSPITAL DR. ALEJANDRO GUTIÉRREZ,HOSPITAL DR. ALEJANDRO GUTIÉRREZ,2025-04-14,"30 días corridos, renovable automáticamente por períodos de quince días corridos hasta un máximo de sesenta días corridos",29/2025,240/2025,FORMULA COMPLETA HIPERCALORICA LIQUIDA 500 ML (TIPO DIASON) ADULTOS,NUTRISON ADVANCED DIASON PACK X 1L,80,UNIDAD,1,Nutrison,-33.7522601,-61.9498547
HOSPITAL DR. ALEJANDRO GUTIÉRREZ,HOSPITAL DR. ALEJANDRO GUTIÉRREZ,2025-04-14,"30 días corridos, renovable automáticamente por períodos de quince días corridos hasta un máximo de sesenta días corridos",29/2025,240/2025,FORMULA COMPLETA HIPERCALORICA LIQUIDA X 200 ML TIPO PEDIADURE (PEDIATRICO),FORTINI COMPACT MF FRUT BOT 125 ML,480,UNIDAD,2,Fortini,-33.7522601,-61.9498547
HOSPITAL DR. ALEJANDRO GUTIÉRREZ,HOSPITAL DR. ALEJANDRO GUTIÉRREZ,2025-04-14,"30 días corridos, renovable automáticamente por períodos de quince días corridos hasta un máximo de sesenta días corridos",29/2025,240/2025,FORMULA COMPLETA HIPERCALORICA LIQUIDO X 200-236 ML (ADULTOS),FORTISIP VAINILLA BOTELLA X 200ML,480,UNIDAD,3,Fortisip,-33.7522601,-61.9498547
HOSPITAL DR. ALEJANDRO GUTIÉRREZ,HOSPITAL DR. ALEJANDRO GUTIÉRREZ,2025-04-14,"30 días corridos, renovable automáticamente por períodos de quince días corridos hasta un máximo de sesenta días corridos",29/2025,240/2025,FORMULA LACTEA 6-12 MESES POLVO X 800 G,VITAL 2 X 800 GR,80,UNIDAD,4,Vital,-33.7522601,-61.9498547
HOSPITAL DR. ALEJANDRO GUTIÉRREZ,HOSPITAL DR. ALEJANDRO GUTIÉRREZ,2025-04-14,"30 días corridos, renovable automáticamente por períodos de quince días corridos hasta un máximo de sesenta días corridos",29/2025,240/2025,formula lactea de inicio x 800mg (tipo Nidina),VITAL 1 X 800G,450,UNIDAD,5,Vital,-33.7522601,-61.9498547
HOSPITAL DR. ALEJANDRO GUTIÉRREZ,HOSPITAL DR. ALEJANDRO GUTIÉRREZ,2025-04-14,"30 días corridos, renovable automáticamente por períodos de quince días corridos hasta un máximo de sesenta días corridos",29/2025,240/2025,FORMULA COMPLETA ISOCALORICA ISOTONICA POLVO X 400 G,FORTISIP MAX NEUTRO LATA X 350G,240,UNIDAD,8,Fortisip,-33.7522601,-61.9498547
HOSPITAL DR. ALEJANDRO GUTIÉRREZ,HOSPITAL DR. ALEJANDRO GUTIÉRREZ,2025-04-14,"30 días corridos, renovable automáticamente por períodos de quince días corridos hasta un máximo de sesenta días corridos",29/2025,240/2025,FORMULA ISOTONICA ISOCALORICA X 350 GR PEDIATRICO (TIPO PEDIASURE),FORTINI NEUTRO LATA X 400G,240,UNIDAD,9,Fortini,-33.7522601,-61.9498547
